Simulação,Status,Timeslot Total,EPRs Criados,Pares Eprs Consumidos,Fidelidade Média dos Eprs,Erro
99,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
100,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
101,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
102,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
103,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
104,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
105,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
106,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
107,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
108,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
109,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
110,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
111,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
112,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
113,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
114,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
115,Sucesso,1,2,2,"{""media"": 0.8448275862068965}",Nenhum
